id_tabela,nome_coluna,chave,cobertura_temporal,valor
microdados,escolaridade_mae_2010_agr,7,1996(1)2019,Ensino superior incompleto
microdados,escolaridade_mae_2010_agr,12,1996(1)2019,Ensino médio incompleto ou inespecifico
microdados,escolaridade_falecido_2010_agr,12,1996(1)2019,Ensino médio incompleto ou inespecifico
microdados,escolaridade_falecido_2010_agr,10,1996(1)2019,Fundamental I incompleto ou inespecifico
microdados,escolaridade_mae_2010_agr,10,1996(1)2019,Fundamental I incompleto ou inespecifico
microdados,escolaridade_falecido_2010_agr,11,1996(1)2019,Fundamental II incompleto ou inespecifico
microdados,escolaridade_mae_2010_agr,11,1996(1)2019,Fundamental II incompleto ou inespecifico
microdados,gestacao,0,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,parto,0,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,obito_puerperio,0,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,acidente_trabalho,0,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,obito_gravidez,0,1996(1)2019,Código não encontrado nos dicionários oficiais. 
municipio_causa_idade_sexo_raca,sexo,0,1996(1)2019,Código não encontrado nos dicionários oficiais. 
municipio_causa_idade_sexo_raca,raca_cor,0,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,obito_parto,0,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,necropsia,0,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,fonte_investigacao,0,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,gravidez,0,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,escolaridade_mae,0,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,estado_civil,0,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,assistencia_medica,0,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,circunstancia_obito,0,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,escolaridade,0,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,cirurgia,0,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,raca_cor,0,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,fonte,0,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,sexo,0,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,exame,0,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,morte_parto,0,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,obito_gravidez,3,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,acidente_trabalho,3,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,parto,3,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,necropsia,4,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,cirurgia,4,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,obito_parto,4,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,acidente_trabalho,4,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,exame,4,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,obito_gravidez,4,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,parto,4,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,morte_parto,4,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,obito_puerperio,4,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,assistencia_medica,4,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,parto,5,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,cirurgia,5,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,necropsia,5,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,acidente_trabalho,5,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,fonte,5,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,assistencia_medica,5,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,obito_puerperio,5,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,obito_parto,5,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,obito_gravidez,5,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,exame,5,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,morte_parto,5,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,circunstancia_obito,5,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,escolaridade,6,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,assistencia_medica,6,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,exame,6,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,cirurgia,6,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,raca_cor,6,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,obito_parto,6,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,circunstancia_obito,6,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,morte_parto,6,1996(1)2019,Código não encontrado nos dicionários oficiais. 
municipio_causa_idade_sexo_raca,sexo,6,1996(1)2019,Código não encontrado nos dicionários oficiais. 
municipio_causa_idade_sexo_raca,raca_cor,6,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,escolaridade_mae,6,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,obito_puerperio,6,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,necropsia,6,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,gravidez,6,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,fonte,6,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,parto,6,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,obito_gravidez,6,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,sexo,6,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,estado_civil,6,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,acidente_trabalho,6,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,raca_cor,7,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,assistencia_medica,7,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,escolaridade_mae,7,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,necropsia,7,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,obito_parto,7,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,acidente_trabalho,7,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,morte_parto,7,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,circunstancia_obito,7,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,cirurgia,7,1996(1)2019,Código não encontrado nos dicionários oficiais. 
municipio_causa_idade_sexo_raca,sexo,7,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,obito_puerperio,7,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,gravidez,7,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,sexo,7,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,exame,7,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,estado_civil,7,1996(1)2019,Código não encontrado nos dicionários oficiais. 
municipio_causa_idade_sexo_raca,raca_cor,7,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,fonte,7,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,escolaridade,7,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,obito_gravidez,7,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,parto,7,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,morte_parto,8,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,parto,8,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,obito_parto,8,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,escolaridade,A,1996(1)2019,Código não encontrado nos dicionários oficiais. 
microdados,escolaridade_mae,A,1996(1)2019,Código não encontrado nos dicionários oficiais. 
