subcategoria,descricao_subcategoria,categoria,descricao_categoria,capitulo,descricao_capitulo,causa_violencia,causa_overdose,cid_datasus
B679,"Infestações por Echinococcus, outras e as não especificadas",B67,Equinococose,I,Algumas doenças infecciosas e parasitárias,0,0,0
B671,Infestação pulmonar por Echinococcus granulosus,B67,Equinococose,I,Algumas doenças infecciosas e parasitárias,0,0,0
B670,Infestação hepática por Echinococcus granulosus,B67,Equinococose,I,Algumas doenças infecciosas e parasitárias,0,0,0
B676,"Infecções por Echinococcus multilocularis, outras e de localizações múltiplas",B67,Equinococose,I,Algumas doenças infecciosas e parasitárias,0,0,0
B673,"Infestações por Echinmococcus granulosus, outras e de localizações múltiplas",B67,Equinococose,I,Algumas doenças infecciosas e parasitárias,0,0,0
B678,"Infestação hepática não especificada, por Echinococcus",B67,Equinococose,I,Algumas doenças infecciosas e parasitárias,0,0,0
B672,Infestação óssea por Echinococcus granulosus,B67,Equinococose,I,Algumas doenças infecciosas e parasitárias,0,0,0
B680,Infestação por Taenia solium,B68,Infestação por Taenia,I,Algumas doenças infecciosas e parasitárias,0,0,0
B689,Infestação não especificada por Taenia,B68,Infestação por Taenia,I,Algumas doenças infecciosas e parasitárias,0,0,0
B681,Infestação por Taenia saginata,B68,Infestação por Taenia,I,Algumas doenças infecciosas e parasitárias,0,0,0
B691,Cisticercose do olho,B69,Cisticercose,I,Algumas doenças infecciosas e parasitárias,0,0,0
B699,Cisticercose não especificada,B69,Cisticercose,I,Algumas doenças infecciosas e parasitárias,0,0,0
B698,Cisticercose de outras localizações,B69,Cisticercose,I,Algumas doenças infecciosas e parasitárias,0,0,0
B690,Cisticercose do sistema nervoso central,B69,Cisticercose,I,Algumas doenças infecciosas e parasitárias,0,0,0
B701,Esparganose,B70,Difilobotríase e esparganose,I,Algumas doenças infecciosas e parasitárias,0,0,0
B700,Difilobotríase,B70,Difilobotríase e esparganose,I,Algumas doenças infecciosas e parasitárias,0,0,0
B719,Infestação não especificada por cestóides,B71,Outras infestações por cestóides,I,Algumas doenças infecciosas e parasitárias,0,0,0
B711,Infestação por Dipylidium,B71,Outras infestações por cestóides,I,Algumas doenças infecciosas e parasitárias,0,0,0
B718,Outras infestações especificadas por cestóides,B71,Outras infestações por cestóides,I,Algumas doenças infecciosas e parasitárias,0,0,0
B710,Infestação por Hymenolepis,B71,Outras infestações por cestóides,I,Algumas doenças infecciosas e parasitárias,0,0,0
B72,Dracontíase,B72,Dracontíase,I,Algumas doenças infecciosas e parasitárias,0,0,0
B73,Oncocercose,B73,Oncocercose,I,Algumas doenças infecciosas e parasitárias,0,0,0
B743,Loaíase,B74,Filariose,I,Algumas doenças infecciosas e parasitárias,0,0,0
B740,Filariose por Wuchereria bancrofti,B74,Filariose,I,Algumas doenças infecciosas e parasitárias,0,0,0
B742,Filariose por Brugia timori,B74,Filariose,I,Algumas doenças infecciosas e parasitárias,0,0,0
B749,Filariose não especificada,B74,Filariose,I,Algumas doenças infecciosas e parasitárias,0,0,0
B741,Filariose por Brugia malayi,B74,Filariose,I,Algumas doenças infecciosas e parasitárias,0,0,0
B748,Outras filarioses,B74,Filariose,I,Algumas doenças infecciosas e parasitárias,0,0,0
B744,Mansonelose,B74,Filariose,I,Algumas doenças infecciosas e parasitárias,0,0,0
B75,Triquinose,B75,Triquinose,I,Algumas doenças infecciosas e parasitárias,0,0,0
B761,Necatoríase,B76,Ancilostomíase,I,Algumas doenças infecciosas e parasitárias,0,0,0
B760,Ancilostomose,B76,Ancilostomíase,I,Algumas doenças infecciosas e parasitárias,0,0,0
B769,Ancilostomíase não especificada,B76,Ancilostomíase,I,Algumas doenças infecciosas e parasitárias,0,0,0
B768,Outras ancilostomíases,B76,Ancilostomíase,I,Algumas doenças infecciosas e parasitárias,0,0,0
B779,Ascaridíase não especificada,B77,Ascaridíase,I,Algumas doenças infecciosas e parasitárias,0,0,0
B778,Ascaridíase com outras complicações,B77,Ascaridíase,I,Algumas doenças infecciosas e parasitárias,0,0,0
B770,Ascaridíase com complicações intestinais,B77,Ascaridíase,I,Algumas doenças infecciosas e parasitárias,0,0,0
B780,Estrongiloidíase intestinal,B78,Estrongiloidíase,I,Algumas doenças infecciosas e parasitárias,0,0,0
B787,Estrongiloidíase disseminada,B78,Estrongiloidíase,I,Algumas doenças infecciosas e parasitárias,0,0,0
B781,Estrongiloidíase cutânea,B78,Estrongiloidíase,I,Algumas doenças infecciosas e parasitárias,0,0,0
B789,Estrongiloidíase não especificada,B78,Estrongiloidíase,I,Algumas doenças infecciosas e parasitárias,0,0,0
B79,Tricuríase,B79,Tricuríase,I,Algumas doenças infecciosas e parasitárias,0,0,0
B80,Oxiuríase,B80,Oxiuríase,I,Algumas doenças infecciosas e parasitárias,0,0,0
B810,Anisaquíase,B81,"Outras helmintíases intestinais, não classificadas em outra parte",I,Algumas doenças infecciosas e parasitárias,0,0,0
B812,Tricostrongilose,B81,"Outras helmintíases intestinais, não classificadas em outra parte",I,Algumas doenças infecciosas e parasitárias,0,0,0
B814,Helmintíases intestinais mistas,B81,"Outras helmintíases intestinais, não classificadas em outra parte",I,Algumas doenças infecciosas e parasitárias,0,0,0
B813,Angiostrongilíase intestinal,B81,"Outras helmintíases intestinais, não classificadas em outra parte",I,Algumas doenças infecciosas e parasitárias,0,0,0
B818,Outras helmintíases intestinais especificadas,B81,"Outras helmintíases intestinais, não classificadas em outra parte",I,Algumas doenças infecciosas e parasitárias,0,0,0
B811,Capilaríase intestinal,B81,"Outras helmintíases intestinais, não classificadas em outra parte",I,Algumas doenças infecciosas e parasitárias,0,0,0
B820,Helmintíase intestinal não especificada,B82,Parasitose intestinal não especificada,I,Algumas doenças infecciosas e parasitárias,0,0,0
B829,Parasitose intestinal não especificada,B82,Parasitose intestinal não especificada,I,Algumas doenças infecciosas e parasitárias,0,0,0
B830,Larva migrans visceral,B83,Outras helmintíases,I,Algumas doenças infecciosas e parasitárias,0,0,0
B834,Hirudiníase interna,B83,Outras helmintíases,I,Algumas doenças infecciosas e parasitárias,0,0,0
B833,Singamose,B83,Outras helmintíases,I,Algumas doenças infecciosas e parasitárias,0,0,0
B839,Helmintíase não especificada,B83,Outras helmintíases,I,Algumas doenças infecciosas e parasitárias,0,0,0
B838,Outras helmintíases especificadas,B83,Outras helmintíases,I,Algumas doenças infecciosas e parasitárias,0,0,0
B831,Gnatostomíase,B83,Outras helmintíases,I,Algumas doenças infecciosas e parasitárias,0,0,0
B832,Angrostrongilíase devida a Parastrongylus cantonensis,B83,Outras helmintíases,I,Algumas doenças infecciosas e parasitárias,0,0,0
B854,Pediculose e ftiríase mista,B85,Pediculose e ftiríase,I,Algumas doenças infecciosas e parasitárias,0,0,0
B853,Ftiríase,B85,Pediculose e ftiríase,I,Algumas doenças infecciosas e parasitárias,0,0,0
B850,Pediculose devida a Pediculus humanus capitis,B85,Pediculose e ftiríase,I,Algumas doenças infecciosas e parasitárias,0,0,0
B852,Pediculose não especificada,B85,Pediculose e ftiríase,I,Algumas doenças infecciosas e parasitárias,0,0,0
B851,Pediculose devida a Pediculus humanus corporis,B85,Pediculose e ftiríase,I,Algumas doenças infecciosas e parasitárias,0,0,0
B86,Escabiose [sarna],B86,Escabiose [sarna],I,Algumas doenças infecciosas e parasitárias,0,0,0
B878,Miíase de outras localizações,B87,Miíase,I,Algumas doenças infecciosas e parasitárias,0,0,0
B874,Miíase auricular,B87,Miíase,I,Algumas doenças infecciosas e parasitárias,0,0,0
B871,Miíase das feridas,B87,Miíase,I,Algumas doenças infecciosas e parasitárias,0,0,0
B873,Miíase nasofaríngea,B87,Miíase,I,Algumas doenças infecciosas e parasitárias,0,0,0
B879,Miíase não especificada,B87,Miíase,I,Algumas doenças infecciosas e parasitárias,0,0,0
B870,Miíase cutânea,B87,Miíase,I,Algumas doenças infecciosas e parasitárias,0,0,0
B872,Miíase ocular,B87,Miíase,I,Algumas doenças infecciosas e parasitárias,0,0,0
B882,Outras infestações por artrópodos,B88,Outras infestações,I,Algumas doenças infecciosas e parasitárias,0,0,0
B888,Outras infestações especificadas,B88,Outras infestações,I,Algumas doenças infecciosas e parasitárias,0,0,0
B889,Infestação não especificada,B88,Outras infestações,I,Algumas doenças infecciosas e parasitárias,0,0,0
B883,Hirudiníase externa,B88,Outras infestações,I,Algumas doenças infecciosas e parasitárias,0,0,0
B881,Tungíase [infestação pela pulga da areia],B88,Outras infestações,I,Algumas doenças infecciosas e parasitárias,0,0,0
B880,Outras acaríases,B88,Outras infestações,I,Algumas doenças infecciosas e parasitárias,0,0,0
B89,Doença parasitária não especificada,B89,Doença parasitária não especificada,I,Algumas doenças infecciosas e parasitárias,0,0,0
B900,Seqüelas de tuberculose do sistema nervoso central,B90,Seqüelas de tuberculose,I,Algumas doenças infecciosas e parasitárias,0,0,0
B909,Seqüelas de tuberculose das vias respiratórias e de órgãos não especificados,B90,Seqüelas de tuberculose,I,Algumas doenças infecciosas e parasitárias,0,0,0
B902,Seqüelas de tuberculose óssea e das articulações,B90,Seqüelas de tuberculose,I,Algumas doenças infecciosas e parasitárias,0,0,0
B901,Seqüelas de tuberculose geniturinária,B90,Seqüelas de tuberculose,I,Algumas doenças infecciosas e parasitárias,0,0,0
B908,Seqüelas de tuberculose de outros órgãos,B90,Seqüelas de tuberculose,I,Algumas doenças infecciosas e parasitárias,0,0,0
B91,Seqüelas de poliomielite,B91,Seqüelas de poliomielite,I,Algumas doenças infecciosas e parasitárias,0,0,0
B92,Seqüelas de hanseníase [lepra],B92,Seqüelas de hanseníase [lepra],I,Algumas doenças infecciosas e parasitárias,0,0,0
B949,Seqüelas de doença infecciosa ou parasitária não especificada,B94,Seqüelas de outras doenças infecciosas e parasitárias e das não especificadas,I,Algumas doenças infecciosas e parasitárias,0,0,0
B942,Seqüelas de hepatite viral,B94,Seqüelas de outras doenças infecciosas e parasitárias e das não especificadas,I,Algumas doenças infecciosas e parasitárias,0,0,0
B948,Seqüelas de outras doenças infecciosas e parasitárias especificadas,B94,Seqüelas de outras doenças infecciosas e parasitárias e das não especificadas,I,Algumas doenças infecciosas e parasitárias,0,0,0
B940,Seqüelas de tracoma,B94,Seqüelas de outras doenças infecciosas e parasitárias e das não especificadas,I,Algumas doenças infecciosas e parasitárias,0,0,0
B941,Seqüelas de encefalite viral,B94,Seqüelas de outras doenças infecciosas e parasitárias e das não especificadas,I,Algumas doenças infecciosas e parasitárias,0,0,0
B957,Outros estafilococos como causa de doenças classificadas em outros capítulos,B95,Estreptococos e estafilococos como causa de doenças classificadas em outros capítulos,I,Algumas doenças infecciosas e parasitárias,0,0,0
B952,"Estreptococo do grupo D, como causa de doenças classificadas em outros capítulos",B95,Estreptococos e estafilococos como causa de doenças classificadas em outros capítulos,I,Algumas doenças infecciosas e parasitárias,0,0,0
B950,"Estreptococo do grupo A, como causa de doenças classificadas em outros capítulos",B95,Estreptococos e estafilococos como causa de doenças classificadas em outros capítulos,I,Algumas doenças infecciosas e parasitárias,0,0,0
B953,"Streptococcus pneumoniae, como causa de doenças classificadas em outros capítulos",B95,Estreptococos e estafilococos como causa de doenças classificadas em outros capítulos,I,Algumas doenças infecciosas e parasitárias,0,0,0
B956,"Staphylococcus aureus, como causa de doenças classificadas em outros capítulos",B95,Estreptococos e estafilococos como causa de doenças classificadas em outros capítulos,I,Algumas doenças infecciosas e parasitárias,0,0,0
B951,"Estreptococo do grupo B, como causa de doenças classificadas em outros capítulos",B95,Estreptococos e estafilococos como causa de doenças classificadas em outros capítulos,I,Algumas doenças infecciosas e parasitárias,0,0,0
B955,"Estreptococo não especificado, como causa de doenças classificadas em outros capítulos",B95,Estreptococos e estafilococos como causa de doenças classificadas em outros capítulos,I,Algumas doenças infecciosas e parasitárias,0,0,0
B954,"Outros estreptococos, como causa de doenças classificadas em outros capítulos",B95,Estreptococos e estafilococos como causa de doenças classificadas em outros capítulos,I,Algumas doenças infecciosas e parasitárias,0,0,0
B958,"Estafilococo não especificado, como causa de doenças classificadas em outros capítulos",B95,Estreptococos e estafilococos como causa de doenças classificadas em outros capítulos,I,Algumas doenças infecciosas e parasitárias,0,0,0
B960,"Mycoplasma pneumoniae [M. pneumoniae], como causa de doenças classificadas em outros capítulos",B96,"Outros agentes bacterianos, como causa de doenças classificadas em outros capítulos",I,Algumas doenças infecciosas e parasitárias,0,0,0
B961,"Klebsiella pneumoniae [M. pneumoniae], como causa de doenças classificadas em outros capítulos",B96,"Outros agentes bacterianos, como causa de doenças classificadas em outros capítulos",I,Algumas doenças infecciosas e parasitárias,0,0,0
B968,"Outros agentes bacterianos especificados, como causa de doenças classificadas em outros capítulos",B96,"Outros agentes bacterianos, como causa de doenças classificadas em outros capítulos",I,Algumas doenças infecciosas e parasitárias,0,0,0
B962,"Escherichia coli [E. Coli], como causa de doenças classificadas em outros capítulos",B96,"Outros agentes bacterianos, como causa de doenças classificadas em outros capítulos",I,Algumas doenças infecciosas e parasitárias,0,0,0
B965,"Pseudomonas (aeruginosa) (mallei) (pseudomallei), como causa de doenças classificadas em outros capítulos",B96,"Outros agentes bacterianos, como causa de doenças classificadas em outros capítulos",I,Algumas doenças infecciosas e parasitárias,0,0,0
B963,"Haemophilus influenzae [H. influenzae], como causa de doenças classificadas em outros capítulos",B96,"Outros agentes bacterianos, como causa de doenças classificadas em outros capítulos",I,Algumas doenças infecciosas e parasitárias,0,0,0
B964,"Proteus (mirabilis) (morganii), como causa de doenças classificadas em outros capítulos",B96,"Outros agentes bacterianos, como causa de doenças classificadas em outros capítulos",I,Algumas doenças infecciosas e parasitárias,0,0,0
B966,"Bacillus fragilis [B. fragilis], como causa de doenças classificadas em outros capítulos",B96,"Outros agentes bacterianos, como causa de doenças classificadas em outros capítulos",I,Algumas doenças infecciosas e parasitárias,0,0,0
B967,"Clostridium perfringens [C. perfringens], como causa de doenças classificadas em outros capítulos",B96,"Outros agentes bacterianos, como causa de doenças classificadas em outros capítulos",I,Algumas doenças infecciosas e parasitárias,0,0,0
B974,"Vírus sincicial respiratório, como causa de doenças classificadas em outros capítulos",B97,Vírus como causa de doenças classificadas em outros capítulos,I,Algumas doenças infecciosas e parasitárias,0,0,0
B971,"Enterovírus, como causa de doenças classificadas em outros capítulos",B97,Vírus como causa de doenças classificadas em outros capítulos,I,Algumas doenças infecciosas e parasitárias,0,0,0
B975,"Reovírus, como causa de doenças classificadas em outros capítulos",B97,Vírus como causa de doenças classificadas em outros capítulos,I,Algumas doenças infecciosas e parasitárias,0,0,0
B976,"Parvovírus, como causa de doenças classificadas em outros capítulos",B97,Vírus como causa de doenças classificadas em outros capítulos,I,Algumas doenças infecciosas e parasitárias,0,0,0
B977,"Papilomavírus, como causa de doenças classificadas em outros capítulos",B97,Vírus como causa de doenças classificadas em outros capítulos,I,Algumas doenças infecciosas e parasitárias,0,0,0
B972,"Coronavírus, como causa de doenças classificadas em outros capítulos",B97,Vírus como causa de doenças classificadas em outros capítulos,I,Algumas doenças infecciosas e parasitárias,0,0,0
B978,"Outros agentes virais, como causa de doenças classificadas em outros capítulos",B97,Vírus como causa de doenças classificadas em outros capítulos,I,Algumas doenças infecciosas e parasitárias,0,0,0
B970,"Adenovírus, como causa de doenças classificadas em outros capítulos",B97,Vírus como causa de doenças classificadas em outros capítulos,I,Algumas doenças infecciosas e parasitárias,0,0,0
B973,"Retrovírus, como causa de doenças classificadas em outros capítulos",B97,Vírus como causa de doenças classificadas em outros capítulos,I,Algumas doenças infecciosas e parasitárias,0,0,0
B99,"Doenças infecciosas, outras e as não especificadas",B99,"Doenças infecciosas, outras e as não especificadas",I,Algumas doenças infecciosas e parasitárias,0,0,0
C009,"Neoplasia maligna do lábio, não especificado",C00,Neoplasia maligna do lábio,II,Neoplasmas (tumores),0,0,0
C008,Neoplasia maligna do lábio com lesão invasiva,C00,Neoplasia maligna do lábio,II,Neoplasmas (tumores),0,0,0
C006,Neoplasia maligna da comissura labial,C00,Neoplasia maligna do lábio,II,Neoplasmas (tumores),0,0,0
C004,"Neoplasia maligna do lábio inferior, face interna",C00,Neoplasia maligna do lábio,II,Neoplasmas (tumores),0,0,0
C005,"Neoplasia maligna do lábio, sem especificação, face interna",C00,Neoplasia maligna do lábio,II,Neoplasmas (tumores),0,0,0
C001,Neoplasia maligna do lábio inferior externo,C00,Neoplasia maligna do lábio,II,Neoplasmas (tumores),0,0,0
C000,Neoplasia maligna do lábio superior externo,C00,Neoplasia maligna do lábio,II,Neoplasmas (tumores),0,0,0
C002,"Neoplasia maligna do lábio externo, não especificado",C00,Neoplasia maligna do lábio,II,Neoplasmas (tumores),0,0,0
C003,"Neoplasia maligna do lábio superior, face interna",C00,Neoplasia maligna do lábio,II,Neoplasmas (tumores),0,0,0
C01,Neoplasia maligna da base da língua,C01,Neoplasia maligna da base da língua,II,Neoplasmas (tumores),0,0,0
C024,Neoplasia maligna da amígdala lingual,C02,Neoplasia maligna de outras partes e de partes não especificadas da língua,II,Neoplasmas (tumores),0,0,0
C021,Neoplasia maligna da borda da língua,C02,Neoplasia maligna de outras partes e de partes não especificadas da língua,II,Neoplasmas (tumores),0,0,0
C028,Neoplasia maligna da língua com lesão invasiva,C02,Neoplasia maligna de outras partes e de partes não especificadas da língua,II,Neoplasmas (tumores),0,0,0
C022,Neoplasia maligna da face ventral da língua,C02,Neoplasia maligna de outras partes e de partes não especificadas da língua,II,Neoplasmas (tumores),0,0,0
C023,"Neoplasia maligna de dois terços anteriores da língua, parte não especificada",C02,Neoplasia maligna de outras partes e de partes não especificadas da língua,II,Neoplasmas (tumores),0,0,0
C029,"Neoplasia maligna da língua, não especificada",C02,Neoplasia maligna de outras partes e de partes não especificadas da língua,II,Neoplasmas (tumores),0,0,0
C020,Neoplasia maligna da face dorsal da língua,C02,Neoplasia maligna de outras partes e de partes não especificadas da língua,II,Neoplasmas (tumores),0,0,0
C039,"Neoplasia maligna da gengiva, não especificada",C03,Neoplasia maligna da gengiva,II,Neoplasmas (tumores),0,0,0
C030,Neoplasia maligna da gengiva superior,C03,Neoplasia maligna da gengiva,II,Neoplasmas (tumores),0,0,0
C031,Neoplasia maligna da gengiva inferior,C03,Neoplasia maligna da gengiva,II,Neoplasmas (tumores),0,0,0
C041,Neoplasia maligna do assoalho lateral da boca,C04,Neoplasia maligna do assoalho da boca,II,Neoplasmas (tumores),0,0,0
C049,"Neoplasia maligna do assoalho da boca, não especificado",C04,Neoplasia maligna do assoalho da boca,II,Neoplasmas (tumores),0,0,0
C040,Neoplasia maligna do assoalho anterior da boca,C04,Neoplasia maligna do assoalho da boca,II,Neoplasmas (tumores),0,0,0
C048,Neoplasia maligna do assoalho da boca com lesão invasiva,C04,Neoplasia maligna do assoalho da boca,II,Neoplasmas (tumores),0,0,0
C050,Neoplasia maligna do palato duro,C05,Neoplasia maligna do palato,II,Neoplasmas (tumores),0,0,0
C051,Neoplasia maligna do palato mole,C05,Neoplasia maligna do palato,II,Neoplasmas (tumores),0,0,0
C058,Neoplasia maligna do palato com lesão invasiva,C05,Neoplasia maligna do palato,II,Neoplasmas (tumores),0,0,0
C052,Neoplasia maligna da úvula,C05,Neoplasia maligna do palato,II,Neoplasmas (tumores),0,0,0
C059,"Neoplasia maligna do palato, não especificado",C05,Neoplasia maligna do palato,II,Neoplasmas (tumores),0,0,0
C068,Neoplasia maligna de outras partes e de partes não especificadas da boca com lesão invasiva,C06,Neoplasia maligna de outras partes e de partes não especificadas da boca,II,Neoplasmas (tumores),0,0,0
C061,Neoplasia maligna do vestíbulo da boca,C06,Neoplasia maligna de outras partes e de partes não especificadas da boca,II,Neoplasmas (tumores),0,0,0
C069,"Neoplasia maligna da boca, não especificada",C06,Neoplasia maligna de outras partes e de partes não especificadas da boca,II,Neoplasmas (tumores),0,0,0
C062,Neoplasia maligna da área retromolar,C06,Neoplasia maligna de outras partes e de partes não especificadas da boca,II,Neoplasmas (tumores),0,0,0
C060,Neoplasia maligna da mucosa oral,C06,Neoplasia maligna de outras partes e de partes não especificadas da boca,II,Neoplasmas (tumores),0,0,0
C07,Neoplasia maligna da glândula parótida,C07,Neoplasia maligna da glândula parótida,II,Neoplasmas (tumores),0,0,0
C081,Neoplasia maligna da glândula sublingual,C08,Neoplasia maligna de outras glândulas salivares maiores e as não especificadas,II,Neoplasmas (tumores),0,0,0
C089,"Neoplasia maligna da glândula salivar maior, não especificada",C08,Neoplasia maligna de outras glândulas salivares maiores e as não especificadas,II,Neoplasmas (tumores),0,0,0
C080,Neoplasia maligna da glândula submandibular,C08,Neoplasia maligna de outras glândulas salivares maiores e as não especificadas,II,Neoplasmas (tumores),0,0,0
C088,Neoplasia maligna das glândulas salivares maiores com lesão invasiva,C08,Neoplasia maligna de outras glândulas salivares maiores e as não especificadas,II,Neoplasmas (tumores),0,0,0
C099,"Neoplasia maligna da amígdala, não especificada",C09,Neoplasia maligna da amígdala,II,Neoplasmas (tumores),0,0,0
C091,Neoplasia maligna do pilar amigdaliano (anterior) (posterior),C09,Neoplasia maligna da amígdala,II,Neoplasmas (tumores),0,0,0
C098,Neoplasia maligna da amígdala com lesão invasiva,C09,Neoplasia maligna da amígdala,II,Neoplasmas (tumores),0,0,0
C090,Neoplasia maligna da fossa amigdaliana,C09,Neoplasia maligna da amígdala,II,Neoplasmas (tumores),0,0,0
C109,"Neoplasia maligna da orofaringe, não especificada",C10,Neoplasia maligna da orofaringe,II,Neoplasmas (tumores),0,0,0
C104,Neoplasia maligna da fenda branquial,C10,Neoplasia maligna da orofaringe,II,Neoplasmas (tumores),0,0,0
C102,Neoplasia maligna da parede lateral da orofaringe,C10,Neoplasia maligna da orofaringe,II,Neoplasmas (tumores),0,0,0
C103,Neoplasia maligna da parede posterior da orofaringe,C10,Neoplasia maligna da orofaringe,II,Neoplasmas (tumores),0,0,0
C101,Neoplasia maligna da face anterior da epiglote,C10,Neoplasia maligna da orofaringe,II,Neoplasmas (tumores),0,0,0
C108,Neoplasia maligna da orofaringe com lesão invasiva,C10,Neoplasia maligna da orofaringe,II,Neoplasmas (tumores),0,0,0
C100,Neoplasia maligna da valécula,C10,Neoplasia maligna da orofaringe,II,Neoplasmas (tumores),0,0,0
C113,Neoplasia maligna da parede anterior da nasofaringe,C11,Neoplasia maligna da nasofaringe,II,Neoplasmas (tumores),0,0,0
C118,Neoplasia maligna da nasofaringe com lesão invasiva,C11,Neoplasia maligna da nasofaringe,II,Neoplasmas (tumores),0,0,0
C110,Neoplasia maligna da parede superior da nasofaringe,C11,Neoplasia maligna da nasofaringe,II,Neoplasmas (tumores),0,0,0
C112,Neoplasia maligna da parede lateral da nasofaringe,C11,Neoplasia maligna da nasofaringe,II,Neoplasmas (tumores),0,0,0
C111,Neoplasia maligna da parede posterior da nasofaringe,C11,Neoplasia maligna da nasofaringe,II,Neoplasmas (tumores),0,0,0
C119,"Neoplasia maligna da nasofaringe, não especificada",C11,Neoplasia maligna da nasofaringe,II,Neoplasmas (tumores),0,0,0
C12,Neoplasia maligna do seio piriforme,C12,Neoplasia maligna do seio piriforme,II,Neoplasmas (tumores),0,0,0
C130,Neoplasia maligna da região pós-cricóidea,C13,Neoplasia maligna da hipofaringe,II,Neoplasmas (tumores),0,0,0
C131,"Neoplasia maligna da prega ariepiglótica, face hipofaríngea",C13,Neoplasia maligna da hipofaringe,II,Neoplasmas (tumores),0,0,0
C138,Neoplasia maligna da hipofaringe com lesão invasiva,C13,Neoplasia maligna da hipofaringe,II,Neoplasmas (tumores),0,0,0
C139,"Neoplasia maligna da hipofaringe, não especificada",C13,Neoplasia maligna da hipofaringe,II,Neoplasmas (tumores),0,0,0
C132,Neoplasia maligna da parede posterior da hipofaringe,C13,Neoplasia maligna da hipofaringe,II,Neoplasmas (tumores),0,0,0
C142,Neoplasia maligna do anel de Waldeyer,C14,"Neoplasia maligna de outras localizações e de localizações mal definida, do lábio, cavidade oral e faringe",II,Neoplasmas (tumores),0,0,0
C148,"Neoplasia maligna do lábio, cavidade oral e faringe com lesão invasiva",C14,"Neoplasia maligna de outras localizações e de localizações mal definida, do lábio, cavidade oral e faringe",II,Neoplasmas (tumores),0,0,0
C140,"Neoplasia maligna da faringe, não especificada",C14,"Neoplasia maligna de outras localizações e de localizações mal definida, do lábio, cavidade oral e faringe",II,Neoplasmas (tumores),0,0,0
C141,Laringofaringe,C14,"Neoplasia maligna de outras localizações e de localizações mal definida, do lábio, cavidade oral e faringe",II,Neoplasmas (tumores),0,0,1
C158,Neoplasia maligna do esôfago com lesão invasiva,C15,Neoplasia maligna do esôfago,II,Neoplasmas (tumores),0,0,0
C152,Neoplasia maligna da porção abdominal do esôfago (esôfago abdominal),C15,Neoplasia maligna do esôfago,II,Neoplasmas (tumores),0,0,0
C151,Neoplasia maligna da porção torácica do esôfago (esôfago torácico),C15,Neoplasia maligna do esôfago,II,Neoplasmas (tumores),0,0,0
C159,"Neoplasia maligna do esôfago, não especificado",C15,Neoplasia maligna do esôfago,II,Neoplasmas (tumores),0,0,0
C153,Neoplasia maligna do terço superior do esôfago,C15,Neoplasia maligna do esôfago,II,Neoplasmas (tumores),0,0,0
C155,Neoplasia maligna do terço inferior do esôfago,C15,Neoplasia maligna do esôfago,II,Neoplasmas (tumores),0,0,0
C150,Neoplasia maligna da porção cervical do esôfago (esôfago cervical),C15,Neoplasia maligna do esôfago,II,Neoplasmas (tumores),0,0,0
C154,Neoplasia maligna do terço médio do esôfago,C15,Neoplasia maligna do esôfago,II,Neoplasmas (tumores),0,0,0
C160,Neoplasia maligna da cárdia,C16,Neoplasia maligna do estômago,II,Neoplasmas (tumores),0,0,0
C163,Neoplasia maligna do antro pilórico,C16,Neoplasia maligna do estômago,II,Neoplasmas (tumores),0,0,0
C166,"Neoplasia maligna da grande curvatura do estômago, não especificada",C16,Neoplasia maligna do estômago,II,Neoplasmas (tumores),0,0,0
C162,Neoplasia maligna do corpo do estômago,C16,Neoplasia maligna do estômago,II,Neoplasmas (tumores),0,0,0
C169,"Neoplasia maligna do estômago, não especificado",C16,Neoplasia maligna do estômago,II,Neoplasmas (tumores),0,0,0
C164,Neoplasia maligna do piloro,C16,Neoplasia maligna do estômago,II,Neoplasmas (tumores),0,0,0
C165,"Neoplasia maligna da pequena curvatura do estômago, não especificada",C16,Neoplasia maligna do estômago,II,Neoplasmas (tumores),0,0,0
C161,Neoplasia maligna do fundo do estômago,C16,Neoplasia maligna do estômago,II,Neoplasmas (tumores),0,0,0
C168,Neoplasia maligna do estômago com lesão invasiva,C16,Neoplasia maligna do estômago,II,Neoplasmas (tumores),0,0,0
C172,Neoplasia maligna do íleo,C17,Neoplasia maligna do intestino delgado,II,Neoplasmas (tumores),0,0,0
C179,"Neoplasia maligna do intestino delgado, não especificado",C17,Neoplasia maligna do intestino delgado,II,Neoplasmas (tumores),0,0,0
C170,Neoplasia maligna do duodeno,C17,Neoplasia maligna do intestino delgado,II,Neoplasmas (tumores),0,0,0
C173,Neoplasia maligna do divertículo de Meckel,C17,Neoplasia maligna do intestino delgado,II,Neoplasmas (tumores),0,0,0
C171,Neoplasia maligna do jejuno,C17,Neoplasia maligna do intestino delgado,II,Neoplasmas (tumores),0,0,0
C178,Neoplasia maligna do intestino delgado com lesão invasiva,C17,Neoplasia maligna do intestino delgado,II,Neoplasmas (tumores),0,0,0
C187,Neoplasia maligna do cólon sigmóide,C18,Neoplasia maligna do cólon,II,Neoplasmas (tumores),0,0,0
C185,Neoplasia maligna da flexura (ângulo) esplênica(o),C18,Neoplasia maligna do cólon,II,Neoplasmas (tumores),0,0,0
C184,Neoplasia maligna do cólon transverso,C18,Neoplasia maligna do cólon,II,Neoplasmas (tumores),0,0,0
C180,Neoplasia maligna do ceco,C18,Neoplasia maligna do cólon,II,Neoplasmas (tumores),0,0,0
